labelset,cell_label,cell_fullname,n_cells,source,source_label,cell_count,partitioned,source_label_total,purity,coverage
L4,Epi_EndoCil_Cyc,Endometrial ciliated epithelial cycling,1975,celltype_Ulrich2024,Lumenal,20,981,2673,0.0204,0.0075
L4,Epi_EndoCil_Cyc,Endometrial ciliated epithelial cycling,1975,celltype_Ulrich2024,Gland-sec-progenitor-A,14,981,4403,0.0143,0.0032
L4,Epi_EndoCil_Cyc,Endometrial ciliated epithelial cycling,1975,celltype_Ulrich2024,HMGB2-Prolif,12,981,1402,0.0122,0.0086
L4,Epi_EndoCil_Cyc,Endometrial ciliated epithelial cycling,1975,celltype_Ulrich2024,Sox9-Glandular,5,981,2917,0.0051,0.0017
L4,Epi_EndoCil_Cyc,Endometrial ciliated epithelial cycling,1975,celltype_Ulrich2024,uSMC,2,981,7719,0.002,0.0003
L4,Epi_EndoCil_Diff,Endometrial ciliated epithelial of differentiated,8903,celltype_GarciaAlonso2021,Ciliated,1584,1589,1814,0.9969,0.8732
L4,Epi_EndoCil_Diff,Endometrial ciliated epithelial of differentiated,8903,celltype_GarciaAlonso2021,Glandular,2,1589,10071,0.0013,0.0002
L4,Epi_EndoCil_Diff,Endometrial ciliated epithelial of differentiated,8903,celltype_GarciaAlonso2021,Lumenal,1,1589,11402,0.0006,0.0001
L4,Epi_EndoCil_Diff,Endometrial ciliated epithelial of differentiated,8903,celltype_GarciaAlonso2021,Other,1,1589,2101,0.0006,0.0005
L4,Epi_EndoCil_Diff,Endometrial ciliated epithelial of differentiated,8903,celltype_GarciaAlonso2021,SOX9,1,1589,2584,0.0006,0.0004
L4,Epi_EndoCil_Diff,Endometrial ciliated epithelial of differentiated,8903,celltype_HECA,Ciliated,2156,2169,2408,0.994,0.8953
L4,Epi_EndoCil_Diff,Endometrial ciliated epithelial of differentiated,8903,celltype_HECA,SOX9_luminal,5,2169,1936,0.0023,0.0026
L4,Epi_EndoCil_Diff,Endometrial ciliated epithelial of differentiated,8903,celltype_HECA,preGlandular,2,2169,4238,0.0009,0.0005
L4,Epi_EndoCil_Diff,Endometrial ciliated epithelial of differentiated,8903,celltype_HECA,Glandular,1,2169,8324,0.0005,0.0001
L4,Epi_EndoCil_Diff,Endometrial ciliated epithelial of differentiated,8903,celltype_HECA,KRT5,1,2169,7,0.0005,0.1429
L4,Epi_EndoCil_Diff,Endometrial ciliated epithelial of differentiated,8903,celltype_HECA,Luminal,1,2169,9381,0.0005,0.0001
L4,Epi_EndoCil_Diff,Endometrial ciliated epithelial of differentiated,8903,celltype_HECA,SOX9_functionalis_I,1,2169,244,0.0005,0.0041
L4,Epi_EndoCil_Diff,Endometrial ciliated epithelial of differentiated,8903,celltype_HECA,preCiliated,1,2169,293,0.0005,0.0034
L4,Epi_EndoCil_Diff,Endometrial ciliated epithelial of differentiated,8903,celltype_HECA,preLuminal,1,2169,1505,0.0005,0.0007
L4,Epi_EndoCil_Diff,Endometrial ciliated epithelial of differentiated,8903,celltype_Ulrich2024,Ciliated,2350,2388,3321,0.9841,0.7076
L4,Epi_EndoCil_Diff,Endometrial ciliated epithelial of differentiated,8903,celltype_Ulrich2024,Gland-sec-progenitor-B,19,2388,1161,0.008,0.0164
L4,Epi_EndoCil_Diff,Endometrial ciliated epithelial of differentiated,8903,celltype_Ulrich2024,NK-cells,11,2388,4506,0.0046,0.0024
L4,Epi_EndoCil_Diff,Endometrial ciliated epithelial of differentiated,8903,celltype_Ulrich2024,Gland-sec-progenitor-A,3,2388,4403,0.0013,0.0007
L4,Epi_EndoCil_Diff,Endometrial ciliated epithelial of differentiated,8903,celltype_Ulrich2024,MUC16+_Gland_sec,2,2388,1447,0.0008,0.0014
L4,Epi_EndoCil_Diff,Endometrial ciliated epithelial of differentiated,8903,celltype_Ulrich2024,TMEM-CD4,1,2388,1103,0.0004,0.0009
L4,Epi_EndoCil_Diff,Endometrial ciliated epithelial of differentiated,8903,celltype_Ulrich2024,TMEM-CD8,1,2388,1575,0.0004,0.0006
L4,Epi_EndoCil_Diff,Endometrial ciliated epithelial of differentiated,8903,celltype_Ulrich2024,dS2,1,2388,23111,0.0004,0.0
L4,Epi_EndoCil_eProf,Endometrial ciliated epithelial of early proliferative,1014,celltype_GarciaAlonso2021,Ciliated,64,78,1814,0.8205,0.0353
L4,Epi_EndoCil_eProf,Endometrial ciliated epithelial of early proliferative,1014,celltype_GarciaAlonso2021,SOX9,9,78,2584,0.1154,0.0035
L4,Epi_EndoCil_eProf,Endometrial ciliated epithelial of early proliferative,1014,celltype_GarciaAlonso2021,Lumenal,5,78,11402,0.0641,0.0004
L4,Epi_EndoCil_eProf,Endometrial ciliated epithelial of early proliferative,1014,celltype_HECA,preCiliated,192,294,293,0.6531,0.6553
L4,Epi_EndoCil_eProf,Endometrial ciliated epithelial of early proliferative,1014,celltype_HECA,SOX9_luminal,43,294,1936,0.1463,0.0222
L4,Epi_EndoCil_eProf,Endometrial ciliated epithelial of early proliferative,1014,celltype_HECA,SOX9_functionalis_II,22,294,7639,0.0748,0.0029
L4,Epi_EndoCil_eProf,Endometrial ciliated epithelial of early proliferative,1014,celltype_HECA,Ciliated,21,294,2408,0.0714,0.0087
L4,Epi_EndoCil_eProf,Endometrial ciliated epithelial of early proliferative,1014,celltype_HECA,SOX9_functionalis_I,10,294,244,0.034,0.041
L4,Epi_EndoCil_eProf,Endometrial ciliated epithelial of early proliferative,1014,celltype_HECA,Cycling,4,294,2210,0.0136,0.0018
L4,Epi_EndoCil_eProf,Endometrial ciliated epithelial of early proliferative,1014,celltype_HECA,Immune_Lymphoid,1,294,17740,0.0034,0.0001
L4,Epi_EndoCil_eProf,Endometrial ciliated epithelial of early proliferative,1014,celltype_HECA,Luminal,1,294,9381,0.0034,0.0001
L4,Epi_EndoCil_eProf,Endometrial ciliated epithelial of early proliferative,1014,celltype_Ulrich2024,Ciliated,69,91,3321,0.7582,0.0208
L4,Epi_EndoCil_eProf,Endometrial ciliated epithelial of early proliferative,1014,celltype_Ulrich2024,Gland-sec-progenitor-B,9,91,1161,0.0989,0.0078
L4,Epi_EndoCil_eProf,Endometrial ciliated epithelial of early proliferative,1014,celltype_Ulrich2024,HMGB2-Prolif,4,91,1402,0.044,0.0029
L4,Epi_EndoCil_eProf,Endometrial ciliated epithelial of early proliferative,1014,celltype_Ulrich2024,Sox9-Glandular,4,91,2917,0.044,0.0014
L4,Epi_EndoCil_eProf,Endometrial ciliated epithelial of early proliferative,1014,celltype_Ulrich2024,Gland-sec-progenitor-A,2,91,4403,0.022,0.0005
L4,Epi_EndoCil_eProf,Endometrial ciliated epithelial of early proliferative,1014,celltype_Ulrich2024,Lumenal,2,91,2673,0.022,0.0007
L4,Epi_EndoCil_eProf,Endometrial ciliated epithelial of early proliferative,1014,celltype_Ulrich2024,Res-Mem-T,1,91,58,0.011,0.0172
L4,Epi_EndoGlandBas,Endometrial basalis glandular epithelial,748,celltype_GarciaAlonso2021,SOX9,3,3,2584,1.0,0.0012
L4,Epi_EndoGlandBas,Endometrial basalis glandular epithelial,748,celltype_HECA,SOX9_basalis,332,593,344,0.5599,0.9651
L4,Epi_EndoGlandBas,Endometrial basalis glandular epithelial,748,celltype_HECA,SOX9_functionalis_II,240,593,7639,0.4047,0.0314
L4,Epi_EndoGlandBas,Endometrial basalis glandular epithelial,748,celltype_HECA,Cycling,6,593,2210,0.0101,0.0027
L4,Epi_EndoGlandBas,Endometrial basalis glandular epithelial,748,celltype_HECA,eHormones,6,593,395,0.0101,0.0152
L4,Epi_EndoGlandBas,Endometrial basalis glandular epithelial,748,celltype_HECA,preGlandular,5,593,4238,0.0084,0.0012
L4,Epi_EndoGlandBas,Endometrial basalis glandular epithelial,748,celltype_HECA,SOX9_luminal,2,593,1936,0.0034,0.001
L4,Epi_EndoGlandBas,Endometrial basalis glandular epithelial,748,celltype_HECA,Luminal,1,593,9381,0.0017,0.0001
L4,Epi_EndoGlandBas,Endometrial basalis glandular epithelial,748,celltype_HECA,Glandular,1,593,8324,0.0017,0.0001
L4,Epi_EndoGlandBas,Endometrial basalis glandular epithelial,748,celltype_Ulrich2024,Sox9-Glandular,5,7,2917,0.7143,0.0017
L4,Epi_EndoGlandBas,Endometrial basalis glandular epithelial,748,celltype_Ulrich2024,Gland-sec-progenitor-A,2,7,4403,0.2857,0.0005
L4,Epi_EndoGlandBas_WIF1,Endometrial basalis glandular epithelial of WIF1+,1694,celltype_GarciaAlonso2021,SOX9,3,6,2584,0.5,0.0012
L4,Epi_EndoGlandBas_WIF1,Endometrial basalis glandular epithelial of WIF1+,1694,celltype_GarciaAlonso2021,Glandular,2,6,10071,0.3333,0.0002
L4,Epi_EndoGlandBas_WIF1,Endometrial basalis glandular epithelial of WIF1+,1694,celltype_GarciaAlonso2021,Lumenal,1,6,11402,0.1667,0.0001
L4,Epi_EndoGlandBas_WIF1,Endometrial basalis glandular epithelial of WIF1+,1694,celltype_HECA,eHormones,6,13,395,0.4615,0.0152
L4,Epi_EndoGlandBas_WIF1,Endometrial basalis glandular epithelial of WIF1+,1694,celltype_HECA,preLuminal,3,13,1505,0.2308,0.002
L4,Epi_EndoGlandBas_WIF1,Endometrial basalis glandular epithelial of WIF1+,1694,celltype_HECA,SOX9_luminal,2,13,1936,0.1538,0.001
L4,Epi_EndoGlandBas_WIF1,Endometrial basalis glandular epithelial of WIF1+,1694,celltype_HECA,Glandular,1,13,8324,0.0769,0.0001
L4,Epi_EndoGlandBas_WIF1,Endometrial basalis glandular epithelial of WIF1+,1694,celltype_HECA,preGlandular,1,13,4238,0.0769,0.0002
L4,Epi_EndoGlandBas_WIF1,Endometrial basalis glandular epithelial of WIF1+,1694,celltype_Ulrich2024,MUC16+_Gland_sec,10,23,1447,0.4348,0.0069
L4,Epi_EndoGlandBas_WIF1,Endometrial basalis glandular epithelial of WIF1+,1694,celltype_Ulrich2024,Gland-sec-progenitor-A,6,23,4403,0.2609,0.0014
L4,Epi_EndoGlandBas_WIF1,Endometrial basalis glandular epithelial of WIF1+,1694,celltype_Ulrich2024,Sox9-Glandular,5,23,2917,0.2174,0.0017
L4,Epi_EndoGlandBas_WIF1,Endometrial basalis glandular epithelial of WIF1+,1694,celltype_Ulrich2024,Lumenal,2,23,2673,0.087,0.0007
L4,Epi_EndoGlandFun_Menstr,Endometrial functionalis glandular epithelial of menstrual phase,4248,celltype_HECA,Glandular,1,3,8324,0.3333,0.0001
L4,Epi_EndoGlandFun_Menstr,Endometrial functionalis glandular epithelial of menstrual phase,4248,celltype_HECA,SOX9_functionalis_II,1,3,7639,0.3333,0.0001
L4,Epi_EndoGlandFun_Menstr,Endometrial functionalis glandular epithelial of menstrual phase,4248,celltype_HECA,SOX9_luminal,1,3,1936,0.3333,0.0005
L4,Epi_EndoGlandFun_Menstr,Endometrial functionalis glandular epithelial of menstrual phase,4248,celltype_Ulrich2024,Lumenal,17,33,2673,0.5152,0.0064
L4,Epi_EndoGlandFun_Menstr,Endometrial functionalis glandular epithelial of menstrual phase,4248,celltype_Ulrich2024,Gland-sec-progenitor-A,7,33,4403,0.2121,0.0016
L4,Epi_EndoGlandFun_Menstr,Endometrial functionalis glandular epithelial of menstrual phase,4248,celltype_Ulrich2024,MUC16+_Gland_sec,7,33,1447,0.2121,0.0048
L4,Epi_EndoGlandFun_Menstr,Endometrial functionalis glandular epithelial of menstrual phase,4248,celltype_Ulrich2024,Gland-sec-progenitor-B,2,33,1161,0.0606,0.0017
L4,Epi_EndoGlandFun_Prof,Endometrial functionalis glandular epithelial of proliferative phase,23099,celltype_GarciaAlonso2021,SOX9,690,731,2584,0.9439,0.267
L4,Epi_EndoGlandFun_Prof,Endometrial functionalis glandular epithelial of proliferative phase,23099,celltype_GarciaAlonso2021,Lumenal,31,731,11402,0.0424,0.0027
L4,Epi_EndoGlandFun_Prof,Endometrial functionalis glandular epithelial of proliferative phase,23099,celltype_GarciaAlonso2021,Glandular,10,731,10071,0.0137,0.001
L4,Epi_EndoGlandFun_Prof,Endometrial functionalis glandular epithelial of proliferative phase,23099,celltype_HECA,SOX9_functionalis_II,6132,6570,7639,0.9333,0.8027
L4,Epi_EndoGlandFun_Prof,Endometrial functionalis glandular epithelial of proliferative phase,23099,celltype_HECA,SOX9_functionalis_I,128,6570,244,0.0195,0.5246
L4,Epi_EndoGlandFun_Prof,Endometrial functionalis glandular epithelial of proliferative phase,23099,celltype_HECA,SOX9_luminal,110,6570,1936,0.0167,0.0568
L4,Epi_EndoGlandFun_Prof,Endometrial functionalis glandular epithelial of proliferative phase,23099,celltype_HECA,Cycling,65,6570,2210,0.0099,0.0294
L4,Epi_EndoGlandFun_Prof,Endometrial functionalis glandular epithelial of proliferative phase,23099,celltype_HECA,eHormones,61,6570,395,0.0093,0.1544
L4,Epi_EndoGlandFun_Prof,Endometrial functionalis glandular epithelial of proliferative phase,23099,celltype_HECA,preGlandular,31,6570,4238,0.0047,0.0073
L4,Epi_EndoGlandFun_Prof,Endometrial functionalis glandular epithelial of proliferative phase,23099,celltype_HECA,preLuminal,15,6570,1505,0.0023,0.01
L4,Epi_EndoGlandFun_Prof,Endometrial functionalis glandular epithelial of proliferative phase,23099,celltype_HECA,SOX9_basalis,12,6570,344,0.0018,0.0349
L4,Epi_EndoGlandFun_Prof,Endometrial functionalis glandular epithelial of proliferative phase,23099,celltype_HECA,Luminal,9,6570,9381,0.0014,0.001
L4,Epi_EndoGlandFun_Prof,Endometrial functionalis glandular epithelial of proliferative phase,23099,celltype_HECA,Glandular,5,6570,8324,0.0008,0.0006
L4,Epi_EndoGlandFun_Prof,Endometrial functionalis glandular epithelial of proliferative phase,23099,celltype_HECA,Ciliated,2,6570,2408,0.0003,0.0008
L4,Epi_EndoGlandFun_Prof,Endometrial functionalis glandular epithelial of proliferative phase,23099,celltype_Ulrich2024,Sox9-Glandular,1167,2000,2917,0.5835,0.4001
L4,Epi_EndoGlandFun_Prof,Endometrial functionalis glandular epithelial of proliferative phase,23099,celltype_Ulrich2024,Gland-sec-progenitor-A,463,2000,4403,0.2315,0.1052
L4,Epi_EndoGlandFun_Prof,Endometrial functionalis glandular epithelial of proliferative phase,23099,celltype_Ulrich2024,Lumenal,163,2000,2673,0.0815,0.061
L4,Epi_EndoGlandFun_Prof,Endometrial functionalis glandular epithelial of proliferative phase,23099,celltype_Ulrich2024,MUC16+_Gland_sec,149,2000,1447,0.0745,0.103
L4,Epi_EndoGlandFun_Prof,Endometrial functionalis glandular epithelial of proliferative phase,23099,celltype_Ulrich2024,Gland-sec-progenitor-B,20,2000,1161,0.01,0.0172
L4,Epi_EndoGlandFun_Prof,Endometrial functionalis glandular epithelial of proliferative phase,23099,celltype_Ulrich2024,HMGB2-Prolif,19,2000,1402,0.0095,0.0136
L4,Epi_EndoGlandFun_Prof,Endometrial functionalis glandular epithelial of proliferative phase,23099,celltype_Ulrich2024,tPCV,7,2000,3680,0.0035,0.0019
L4,Epi_EndoGlandFun_Prof,Endometrial functionalis glandular epithelial of proliferative phase,23099,celltype_Ulrich2024,Ciliated,5,2000,3321,0.0025,0.0015
L4,Epi_EndoGlandFun_Prof,Endometrial functionalis glandular epithelial of proliferative phase,23099,celltype_Ulrich2024,Res-Mem-T,3,2000,58,0.0015,0.0517
L4,Epi_EndoGlandFun_Prof,Endometrial functionalis glandular epithelial of proliferative phase,23099,celltype_Ulrich2024,EndoMT,2,2000,125,0.001,0.016
L4,Epi_EndoGlandFun_Prof,Endometrial functionalis glandular epithelial of proliferative phase,23099,celltype_Ulrich2024,Myoepithelial,2,2000,110,0.001,0.0182
L4,Epi_EndoGlandFun_Prof_Cyc,Endometrial functionalis glandular epithelial of proliferative phase cycling,12815,celltype_GarciaAlonso2021,SOX9,685,847,2584,0.8087,0.2651
L4,Epi_EndoGlandFun_Prof_Cyc,Endometrial functionalis glandular epithelial of proliferative phase cycling,12815,celltype_GarciaAlonso2021,Lumenal,154,847,11402,0.1818,0.0135
L4,Epi_EndoGlandFun_Prof_Cyc,Endometrial functionalis glandular epithelial of proliferative phase cycling,12815,celltype_GarciaAlonso2021,Other,5,847,2101,0.0059,0.0024
L4,Epi_EndoGlandFun_Prof_Cyc,Endometrial functionalis glandular epithelial of proliferative phase cycling,12815,celltype_GarciaAlonso2021,Ciliated,1,847,1814,0.0012,0.0006
L4,Epi_EndoGlandFun_Prof_Cyc,Endometrial functionalis glandular epithelial of proliferative phase cycling,12815,celltype_GarciaAlonso2021,Glandular,1,847,10071,0.0012,0.0001
L4,Epi_EndoGlandFun_Prof_Cyc,Endometrial functionalis glandular epithelial of proliferative phase cycling,12815,celltype_GarciaAlonso2021,eS,1,847,12569,0.0012,0.0001
L4,Epi_EndoGlandFun_Prof_Cyc,Endometrial functionalis glandular epithelial of proliferative phase cycling,12815,celltype_HECA,Cycling,2070,3532,2210,0.5861,0.9367
L4,Epi_EndoGlandFun_Prof_Cyc,Endometrial functionalis glandular epithelial of proliferative phase cycling,12815,celltype_HECA,SOX9_functionalis_II,1037,3532,7639,0.2936,0.1358
L4,Epi_EndoGlandFun_Prof_Cyc,Endometrial functionalis glandular epithelial of proliferative phase cycling,12815,celltype_HECA,SOX9_luminal,272,3532,1936,0.077,0.1405
